txt	polarity
اسمر ينيج بنت مزة  URL جنس نيك محارم مصر سوريا السعودية صور ورعان قطر دياثة دبي اغتصاب 	Negative
RT USERNAME: لاتنسوني ولاتنسوا اخوانكم في سوريا وفلسطين ووالديكم وجميع المسلمين  #ساعة_استجابة . 	Positive
#سورية   غرفة عمليات #مورك الموحدة جثث عصابات الاسد   URL 	Negative
USERNAME الله يعين ابطال سوريا واطفالها البواسل انصحك بأخذ دوره مع الصاعقه سأجدك تأكل كل ماتخاف منه وخطر تاكل احد خوياك 	Positive
RT USERNAME: الدعاء  الدعاء  يا اخوان 📢  لأخوانكم في سوريا فنحن ان شاء الله في وقت اجابة  اللهم 🙌  ارفع البأس عن اخواننا في سوريا وعجل … 	Positive
\"اللهم كما مددت #سوريا بالصمود لأكثر من  ألف يوم أمدها بالصبر والصمود حتى تنتصر\" 	Positive
#Syria درعا: بصر الحرير: استشهاد صلاح خليل الكسور الحريري جراء الاشتباكات مع قوات النظام في الغوطة... URL via FaceBook 	Negative
RT USERNAME: الموت ماياخذ سوا راعي الطيب وألا الردي حتى المنايا تعافه  #سوريا URL 	Negative
RT USERNAME: يصيح الجريح المكبل بخيباته \" متى النصر يالله ... \" يرد صوت داخل قلبه .. \" الا ان نصر الله قريب \"  #سوريا 	Positive
أموي #سوريا •     - #ريف_دمشق - #القلمون - #يبرود - #اعتقال -   اعتقال ايمن عبد العزيز .. الكافي .. للمرة الثانيه... URL 	Negative
أعلن مركز توثيق الانتهاكات في #سوريا، أنه رصد استخدام النظام السوري خلال العام الجاري غازات كيمياوية وسامة 14 مرة... URL 	Negative
USERNAME   سحب السفراء من قطر واعادة العلاقات كلها على بعضها فوبيا سوقها لنا  من هو ضدنا بملف سوريا - ايران لكن بوصلتنا👎 	Negative
RT USERNAME: هؤلاء الثلاثه الانجاس جاؤو من افغانستان لنشر الحريه والدمقراطيه في سوريا ،،،، ياأمة ضحكة من جهلها الامم ،،،،، URL 	Negative
#SyrianRevolution #شام #سوريا | ريف #حماة : الطيران المروحي يلقي عدة براميل متفجرة على مدين... URL #Syria #SyrianRevo 	Negative
RT USERNAME: #Syria صفحة مخصصة لشؤون #سوريا: تصفحها على الرابط التالي:  URL URL 	Neutral
RT USERNAME: لندن تحقق في مقتل مراهق بريطاني في #سوريا   URL 	Negative
USERNAME USERNAME USERNAME قصي واهل سوريا كلهم راجعين انشاءالله ♡♡ 	Positive
RT USERNAME: #سأنتخب_نوري_المالكي_لأنه يواجه ارهابي داعش الذين تدعمهم قطر و السعودية الذين دعمو الارهاب في سوريا بعد ان كانت سوريا تعيش… 	Negative
RT USERNAME: USERNAME: صورة تظهر دمار حي_الشعار في #حلب بعد تعرضه للقصف بالبراميل #سورية #سوريا URL 	Negative
RT USERNAME: USERNAME جمعة مباركة عليك اخي وعلى سوريا قائد وجيش وشعب 	Positive
RT USERNAME: #غرد_بصور   #بشار_الأسد   #Syria #Iran URL 	Neutral
RT USERNAME: #سوريا #ريف_دمشق آثار الدمار في #سقبا نتيجة استهدافها من قوات النظام بغارة جوية URL 	Negative
RT USERNAME: الإستبداد يُخفي أمراض المجتمع، وبمجرد زوال هذا الإستبداد تطفو كل أمراض المجتمع على السطح. سوريا والعراق أنموذجاً .. 	Negative
#سورية صورة مختصرة لحال الشام اسى حزن تعب لكن ..يبقى الامل يارب امح كل غبن وحزن عن احبتنا بالشام وانصرهم نصرامبينا URL" 	Negative
RT USERNAME: حقيقة مبدأ الشرف والنزاهة والجهاد والديموقراطية التي يدعيها صبيان النعاج بالفنادق ضد سوريا   URL 	Negative
RT USERNAME: وش اخبار سوريا !  وش اخبار فلسطين !  وش اخبار القران !  وش اخبارنا مع الصدقه  !  كيف حالنا مع الذكر والاستغفار !  وكيف وكيف… … 	Negative
RT USERNAME: #شام #سوريا | #ريف_دمشق : إشتباكات عنيفة بين الجيش الحر وقوات النظام المدعومة بعناصر حزب الله الإرهابي \"حالش\" في... URL 	Negative
USERNAME كلها مخدرات  جايه من سوريا من اخبار الاردن 	Negative
#شام #سوريا | #ديرالزور : تجدد الإشتباكات بين الجيش الحر وقوات النظام على أسوار... ... URL 	Negative
#دمشق #سوريا تسع اصابات حتى الآن نتيجة تعرض مدينة حرستا للغازات السامة للمرة الثالثة في اقل من عشرين يوم   URL 	Negative
استمرار الإبادة في حلب..عشرات الشهداء والجبهات مشتعلة  URL #سوريا URL 	Negative
RT USERNAME: #شام #سوريا | #ريف_دمشق : تجدد القصف من قبل قوات النظام على مدن وبلدات الغوطة الشرقية. 	Negative
RT USERNAME: هل وصلكم نبأ أن آطفال #سوريا يُقتلون بشتى طرق الإجرام والوحشيه !!! #الكيماوي URL 	Negative
RT USERNAME: #تجري في سوريا عملية تطهير #وفرز إلهي عظيمة جداً #فاالله يجتبي خيرة أهل الشام  إلى جنانه  ومن جهة أخرى يُخلص البلادمن … 	Positive
RT USERNAME: أموي #سوريا •   #Ghuota   الغوطة الشرقية # الملـْـْيحة # 18-04-2014     قنص الاحتلال النصيري والميليشيات العراقية... http://… 	Negative
RT USERNAME: وفي آخر ساعة من يوم الجمعة أذكروني بدعوة وجميع المسلمين وأخواننا في سوريا خاصة O:) 	Positive
RT USERNAME: لو كان قلبي معي ما اخترت غيركم ولا رضيت سواكم في الهوى بدلا Miss u all my loved ones #سورية #مصر #الامارات #السعودية http… 	Positive
#SyrianRevolution #فلاش_سوريا || #درعا: إشتباكات بين  الثوار وقوات #الأسد في بلدة اليادودة . URL #Syria #SyrianRevo 	Negative
#أوغاريت || #سوريا :: آخر الآحداث , #مورك #حماة :: معارك عنيفة شهدتها جبهة مورك , حيث تمكن المجاهدين من إعطاب... URL 	Negative
RT USERNAME: USERNAME جمعة حب وتضحية الفادي المخلص. هلأ عم تتجلى فيها تضحيات جيشنا العظيمة وبعدها القيامة متل سورية من بعد الآل… 	Positive
RT USERNAME: الله ينصر اخواننا المستضعفين في سوريا ❤️. 	Positive
RT USERNAME: مطاعم سورية بإسطنبول تدعم اللاجئين  | #شاهد_سكاي  URL 	Positive
I like USERNAME's 'أقوى دعاء لأهل سوريا للشيخ إدريس أبكر مؤثر جدا'' http:... 	Positive
USERNAME الثورة سورية،بدأت سورية واختطفها أشباح الظلام من دواعش وحوالش وروس وشيشان،ومازال هناك سوريون يقاتلون ويلعن روح حافظ عروح نبيل فياض 	Negative
#سورية #دمشق  قصف لمرتزقة الاسد يستهدف منطقة جورة الشريباتي في حي القدم جنوب العاصمة.  #SRN 	Negative
USERNAME: سوريا: مقتل قائد لواء رجال الشام جمال القسوم التابع لجبهة ثوار سوريا في ريف ادلب 	Negative
#الجزيرة مستقلة !! من يصدق !! بجزة قلم بالامس بين #قطر و #السعودية تقلل تغطيتها للشأن المصري !! #مصر #السيسي #مرسي #سوريا #الاسد #يبرود 	Negative
اذا زمجرت سماؤنا فكلنا صواعق ... تحية لنسور سوريا الأسد syrian URL #حلب 	Positive
#كورد #سوريا   بس حابب اعرف يلي خلق نظرية :   اذا مانك معي اذا انت ضدي 	Neutral
RT USERNAME: رغيفي ممزوجً بدمي .. #سوريا URL 	Negative
\"سوريا برس\": حي الوعر في حمص يتعرض لقصف عنيف بالهاون والشيلكا والاسطوانات المتفجرة. #الراية #سوريا 	Negative
RT USERNAME: الـغــوطـة الـشـرقـيـة Eastern Gouta 3/4/2014 كصراع على البقاء ! #سوريا #دمشق #syria #damascus #الغوطة #gouta URL 	Negative
RT USERNAME: USERNAME   صديق خالي معتقل في الطريفيه لا احد يعلم عنه شيء مع انه عائد من سوريا !! 	Negative
RT USERNAME: سلامٌ كله شجنُ.. سلامٌ أيها الدامي وما لدمائه ثمنُ سلامٌ أيها المقتول لا قبرٌ ولا كفنُ  #سوريا URL 	Negative
RT USERNAME: #شام #سوريا | #حلب : الطيران الحربي يقصف بالخطأ مسجد الرئيس في حي المشارقة الذي مازال تحت سيطرة قوات نظام الأسد. 	Negative
RT USERNAME: \"USERNAME: اللهم احقن دماء المسلمين واهلك الظالمين بالظالمين واخرجنا من بينهم سالمين .  #ساعة_استجابة #سوريا\" 	Positive
أبو القعقاع خطبة سورية بين الإتهام والإلتهام 03-11-2006 URL 	Neutral
URL أفتح الرابط وشوف أحوال سوريا ماذا يجري بسوريا 	Neutral
RT USERNAME: مهما طال واشتد ظلام الليل ف هناك فجر قادم أليس الصبح بقريب اللهم فرج عن أهلنا في سوريا URL 	Positive
أول من دعم مجاهدي سوريا ضد نظام بشار وقالهم هاكم الميدان افعلوا ماشئتم ونحن معكم   #الشعب_يرد_تحية_الرئيس 	Positive
